neighbourhood_cleansed,id,price,latitude,longitude,people,rooms,review.num,ratings.old,superhost,no.private,living
Austin,15735536,150,41.91183227,-87.78888566,5,3,14,100,1,0,1
Near North Side,15741340,500,41.8915559,-87.62792494,8,2,22,95,0,0,0
Armour Square,15744964,49,41.8499303,-87.63132909,3,1,92,92,0,0,0
Logan Square,15745828,200,41.91890786,-87.67803129,5,3,0,,0,0,1
Edgewater,15745920,60,41.98901636,-87.66404098,2,1,27,99,1,0,0
Uptown,15752571,75,41.96988429,-87.65175282,2,1,15,100,0,0,0
Edgewater,15753718,60,41.9899504,-87.66368216,2,1,23,100,1,0,0
Near North Side,15758556,86,41.89428352,-87.62684573,2,1,10,98,0,0,1
Near North Side,15759473,60,41.89137382,-87.62693276,1,1,11,90,0,1,0
Lake View,15759558,150,41.94360792,-87.66224046,3,1,44,99,1,0,0
Logan Square,15769552,79,41.92009037,-87.70897291,4,2,83,97,1,0,1
Lake View,15771536,225,41.94479864,-87.66038165,6,3,68,98,1,0,1
West Town,15771760,160,41.91117123,-87.6937744,6,3,93,98,1,0,1
Logan Square,15771978,160,41.93085158,-87.71230311,2,1,32,98,0,0,1
Lake View,15774617,520,41.94069679,-87.6655636,8,3,1,80,0,0,1
Rogers Park,15785733,99,42.02102737,-87.66424243,4,1,86,92,0,0,1
Rogers Park,15785970,99,42.02175343,-87.66627266,2,1,85,92,0,0,1
West Town,15787411,80,41.91106759,-87.67548446,3,0,76,93,0,0,1
Beverly,15789080,70,41.7008874,-87.67343725,2,1,16,91,0,0,0
Douglas,15789317,375,41.8336192,-87.61921767,8,4,39,95,1,0,1
Edgewater,15798238,111,41.98819593,-87.66090362,7,3,46,99,1,0,1
North Park,15804772,80,41.98300552,-87.71477519,7,1,76,98,1,0,0
Rogers Park,15805987,45,42.00735277,-87.67245886,2,1,41,99,1,0,0
West Town,15806285,200,41.90334002,-87.67393027,5,2,2,100,0,0,1
Humboldt Park,15814333,98,41.90360252,-87.7095148,3,2,19,97,0,0,1
Bridgeport,15843097,65,41.83595501,-87.63778005,2,1,29,81,0,0,0
Lake View,15852819,325,41.94597593,-87.65010881,6,3,44,98,1,0,1
Lake View,15853461,95,41.94787012,-87.65176136,2,1,49,100,1,0,0
Lake View,15853679,95,41.93491607,-87.66109715,2,1,61,100,1,0,0
West Town,15857734,480,41.90358149,-87.67182468,6,3,2,100,0,0,1
Humboldt Park,15858046,65,41.90282433,-87.70922937,2,1,7,100,0,0,0
West Town,15858221,55,41.89708962,-87.68082231,2,1,23,100,0,0,0
Lincoln Park,15858916,285,41.91949084,-87.64207365,5,3,9,98,0,0,1
Near North Side,15867158,110,41.9106982,-87.6412105,4,2,18,96,0,0,1
Norwood Park,15871357,39,41.98251203,-87.81926906,2,1,120,95,0,0,0
Woodlawn,15874839,45,41.78248171,-87.60652126,2,1,9,89,0,0,0
Woodlawn,15876178,40,41.7827906,-87.60620954,2,1,10,82,0,0,0
Woodlawn,15889904,40,41.78180856,-87.59970771,2,1,39,89,0,0,0
Woodlawn,15889919,40,41.78026783,-87.60353164,2,1,13,92,0,0,0
Woodlawn,15889957,41,41.78065725,-87.60181128,2,1,7,86,0,0,0
Logan Square,15900374,95,41.92941772,-87.7113599,3,1,15,100,0,0,1
West Town,15911102,89,41.90959068,-87.68630299,5,1,127,97,1,0,1
South Lawndale,15911900,85,41.85071268,-87.70076915,10,1,112,90,0,0,1
Uptown,15912388,98,41.9690953,-87.65481598,3,0,69,98,1,0,1
Near West Side,15914497,75,41.86424959,-87.64640181,2,1,2,,0,0,1
West Town,15917248,110,41.90227485,-87.68081221,8,2,106,99,1,0,1
Bridgeport,15917595,60,41.83603046,-87.63939148,2,1,2,100,0,0,0
East Garfield Park,15925191,49,41.87313754,-87.71486657,10,1,101,84,0,0,0
East Garfield Park,15925524,39,41.87331584,-87.71370311,6,1,114,88,0,0,0
East Garfield Park,15925916,39,41.87191426,-87.7152528,6,1,103,87,0,0,0
East Garfield Park,15925996,89,41.87357857,-87.7132144,12,1,99,86,0,0,0
East Garfield Park,15926037,39,41.87390753,-87.71452201,6,1,114,89,0,0,0
East Garfield Park,15926153,49,41.87342632,-87.71461429,6,1,141,89,0,0,0
East Garfield Park,15926217,25,41.87363143,-87.71467843,2,1,145,85,0,0,0
East Garfield Park,15926271,49,41.87378078,-87.7144632,15,1,117,81,0,0,0
Near North Side,15926884,60,41.89117506,-87.62612808,1,1,3,100,0,1,0
Logan Square,15931204,120,41.92718178,-87.72144754,4,2,69,99,1,0,1
Bridgeport,15931339,50,41.83597754,-87.63735812,2,1,6,73,0,0,0
Humboldt Park,15939618,70,41.89873126,-87.70325533,6,3,134,99,1,0,1
Near North Side,15942308,60,41.89331756,-87.62807051,1,1,2,80,0,1,0
Near North Side,15950510,60,41.89274421,-87.62753958,1,1,6,83,0,1,0
Uptown,15954582,110,41.97437229,-87.66395249,2,1,104,99,1,0,1
Kenwood,15956191,275,41.81089891,-87.6012606,6,3,4,90,0,0,1
Avondale,15956927,300,41.93846283,-87.71357196,8,4,2,100,0,0,1
Near North Side,15956956,60,41.89164194,-87.6277294,1,1,5,88,0,1,0
Near North Side,15957773,60,41.89283345,-87.6283952,1,1,4,75,0,1,0
West Town,15966273,35,41.89793476,-87.67080735,2,1,4,100,0,0,0
West Town,15966295,119,41.89788411,-87.6667109,5,2,62,98,1,0,1
Loop,15972873,350,41.86899867,-87.62625018,5,2,14,96,0,0,1
North Center,15983050,129,41.94816628,-87.67619998,6,2,98,98,1,0,1
Lincoln Park,15987055,149,41.91413393,-87.6350226,5,2,70,97,1,0,1
Logan Square,15987927,139,41.92871985,-87.69737546,6,3,100,98,1,0,1
Lincoln Park,15988886,112,41.92183708,-87.63996209,4,2,16,100,1,0,1
West Town,15989477,100,41.9030928,-87.66858669,2,1,0,,0,0,1
Uptown,15990313,120,41.96119617,-87.66225135,4,3,9,100,0,0,1
Logan Square,15990458,175,41.92208113,-87.70481764,4,2,17,99,0,0,1
West Town,16000494,65,41.89937914,-87.6656296,8,2,78,98,1,0,1
West Town,16001758,167,41.90727465,-87.68929546,8,1,27,95,1,0,1
Rogers Park,16001987,195,42.00165906,-87.6652989,6,3,24,100,1,0,1
Logan Square,16012260,1125,41.91509922,-87.70596466,4,2,3,100,0,0,1
Lower West Side,16024946,300,41.85850045,-87.65196105,4,2,6,96,0,0,1
West Town,16025694,122,41.88914223,-87.64596507,2,1,9,100,0,0,1
Jefferson Park,16026075,70,41.97108058,-87.77055089,5,2,97,99,1,0,1
Irving Park,16039516,191,41.94504786,-87.74203666,8,4,50,97,1,0,1
West Town,16040153,45,41.91007737,-87.70386967,4,1,62,97,0,0,1
Near North Side,16040801,150,41.89291504,-87.61747989,2,0,12,96,0,0,1
North Park,16052779,28,41.97782861,-87.71556187,1,1,21,93,0,0,0
Loop,16053938,69,41.88262656,-87.62401871,1,1,20,98,1,1,0
Avondale,16054326,199,41.9331233,-87.70808693,5,2,10,100,0,0,0
West Town,16056632,200,41.90967178,-87.67982384,5,2,121,98,1,0,1
Near West Side,16070218,78,41.87085324,-87.66244475,2,2,3,100,0,0,1
Logan Square,16083600,120,41.9234332,-87.71408032,4,2,31,92,1,0,1
Uptown,16088081,59,41.97244748,-87.65264046,4,1,79,95,0,0,0
Uptown,16088330,25,41.97217679,-87.6527238,1,1,33,99,0,1,0
Near West Side,16096254,45,41.87404387,-87.68853499,2,1,44,97,0,0,0
Ohare,16109014,95,41.97269986,-87.8436344,4,1,23,93,0,0,1
South Lawndale,16123672,39,41.8458477,-87.72227791,6,1,181,94,0,0,0
Lake View,16125516,220,41.94274004,-87.64140583,4,2,18,99,0,0,1
West Town,16141743,75,41.90491442,-87.69160502,2,1,9,100,0,0,0
Bridgeport,16143032,29,41.83745034,-87.65179325,2,1,5,96,0,0,0
Uptown,16143163,97,41.96792101,-87.65643757,2,0,66,98,1,0,1
West Town,16143701,85,41.90952541,-87.69112787,4,2,75,98,1,0,1
Lake View,16146153,59,41.94817915,-87.65353651,2,1,0,,0,0,0
Woodlawn,16146505,35,41.78100322,-87.59646335,2,1,63,96,0,0,0
Lincoln Square,16147465,50,41.96973049,-87.68400779,2,1,16,100,0,0,0
West Ridge,16155282,95,41.98513893,-87.69056655,4,1,58,96,0,0,1
Loop,16163018,248,41.88401699,-87.62663137,10,2,125,93,0,0,1
Humboldt Park,16163330,20,41.91128175,-87.70246314,1,1,37,96,0,0,0
Irving Park,16164178,37,41.96019241,-87.72927154,2,0,66,98,1,0,1
Logan Square,16164645,180,41.92069365,-87.71940691,7,3,5,90,0,0,1
South Shore,16172970,25,41.76475792,-87.57370445,2,1,52,88,0,0,0
Logan Square,16174963,108,41.91587756,-87.70486667,6,2,97,94,0,0,1
Near North Side,16177132,178,41.8895127,-87.63246975,4,1,32,100,0,0,1
Logan Square,16178088,110,41.92214236,-87.68826325,6,2,125,98,1,0,1
West Town,16190760,95,41.90485819,-87.68915158,2,1,18,100,1,0,0
Lincoln Park,16192132,115,41.93167689,-87.64548598,3,2,92,99,1,0,1
North Lawndale,16194451,43,41.8530356,-87.71498344,1,1,1,100,0,0,0
North Lawndale,16194452,45,41.85373997,-87.71423824,1,1,0,,0,0,0
Near South Side,16195180,50,41.86309544,-87.62850734,2,1,0,,0,0,0
Kenwood,16195733,75,41.80493138,-87.60275956,2,1,1,60,0,0,0
South Shore,16203167,34,41.76903139,-87.56893544,1,1,12,87,0,1,0
Douglas,16207508,150,41.84499325,-87.62505425,6,2,120,97,1,0,1
Avondale,16213557,75,41.93442155,-87.70554402,2,1,1,100,1,0,1
Loop,16225638,168,41.88709221,-87.6158601,2,1,3,100,0,0,1
Lake View,16227240,55,41.94119249,-87.642785,3,0,4,95,0,0,1
Irving Park,16227422,100,41.95795794,-87.7230113,4,2,46,99,1,0,1
Edgewater,16229723,90,41.98586996,-87.66812544,6,3,123,99,1,0,1
Grand Boulevard,16236477,95,41.81189858,-87.61286304,6,2,44,94,1,0,1
Loop,16244614,154,41.88455219,-87.62624521,5,2,182,97,0,0,1
Loop,16244703,173,41.88425463,-87.62488047,5,2,168,98,0,0,1
West Town,16244756,35,41.90472075,-87.68962394,2,1,8,100,0,0,0
Near North Side,16246568,100,41.90165205,-87.63349743,2,1,105,96,1,0,0
North Lawndale,16260159,95,41.85730141,-87.69559764,7,3,1,100,1,0,1
West Town,16275886,205,41.9111622,-87.67426383,6,2,57,99,1,0,1
Near North Side,16297519,60,41.89298417,-87.62699654,1,1,7,94,0,1,0
Lake View,16302846,79,41.94019319,-87.6627501,4,1,77,99,1,0,1
Lake View,16303271,125,41.94989414,-87.65114662,4,0,204,90,0,0,1
Loop,16304082,300,41.87234349,-87.6328569,2,1,3,100,0,0,0
Near North Side,16310732,425,41.90424016,-87.63435216,7,2,20,99,1,0,1
Humboldt Park,16312016,215,41.91230288,-87.70711435,8,3,44,95,1,0,1
Lake View,16318864,159,41.94596742,-87.66303095,4,1,45,100,1,0,1
Near North Side,16332152,60,41.89131844,-87.6280436,1,1,2,100,0,1,0
Near North Side,16353834,199,41.89087145,-87.62261635,4,1,3,100,0,0,1
Irving Park,16353883,125,41.95060986,-87.73583815,6,2,18,97,0,0,1
West Town,16355347,69,41.90526557,-87.68640435,8,2,75,95,0,0,1
West Town,16355554,76,41.90411337,-87.68554484,6,2,77,94,0,0,1
Douglas,16360005,90,41.84458987,-87.61613721,4,1,27,90,0,0,1
North Lawndale,16365205,28,41.85738261,-87.69477413,1,1,106,92,0,0,0
Kenwood,16366103,149,41.81436517,-87.59741998,4,2,2,100,0,0,1
Uptown,16367786,83,41.96830553,-87.65738635,7,2,0,,0,0,1
West Town,16376456,350,41.91119048,-87.67900359,9,3,21,96,1,0,1
East Garfield Park,16376550,57,41.87126554,-87.72006737,4,3,2,100,0,0,1
West Town,16382486,173,41.89673851,-87.69211418,4,2,29,99,1,0,1
Near North Side,16388723,675,41.89928213,-87.62512275,6,3,16,99,0,0,1
West Town,16392471,122,41.91042351,-87.67681852,4,2,24,97,0,0,1
West Town,16392656,75,41.89824273,-87.69387805,6,2,103,94,1,0,1
Near North Side,16403903,60,41.89198406,-87.62635929,1,1,5,76,0,1,0
Logan Square,16403976,75,41.91514575,-87.68898921,2,1,18,98,0,0,0
Logan Square,16424508,85,41.92269668,-87.69179643,3,1,51,98,0,0,1
West Town,16424924,99,41.90872979,-87.68050082,2,1,20,98,1,0,0
West Town,16425746,175,41.89620306,-87.67586912,4,2,17,99,1,0,1
West Town,16426545,94,41.9049114,-87.66981794,4,2,110,88,0,0,1
Lake View,16429143,221,41.93383967,-87.64502738,8,2,10,96,0,0,1
Near North Side,16442292,60,41.89142628,-87.62786702,1,1,12,95,0,1,0
Bridgeport,16447317,35,41.84697541,-87.64794295,2,1,193,91,0,0,0
Avondale,16449136,74,41.93486898,-87.70879521,2,1,23,97,0,0,0
Near North Side,16453692,999,41.90499593,-87.63370147,16,5,44,100,1,0,1
West Town,16466618,89,41.90205497,-87.66505151,4,2,4,100,0,0,1
West Ridge,16469044,75,41.99319599,-87.67601431,2,1,18,91,0,0,1
West Town,16479665,47,41.89240512,-87.66210589,4,1,68,94,0,0,0
Near North Side,16480895,225,41.89210827,-87.62262936,6,2,21,85,0,0,1
North Lawndale,16486129,28,41.85657109,-87.69344212,1,1,163,91,0,0,0
Lower West Side,16493494,35,41.85653307,-87.65557899,2,1,8,100,1,0,0
Loop,16508728,120,41.88746281,-87.61613548,2,1,0,,0,0,1
Loop,16508765,120,41.8715571,-87.63205368,2,2,0,,0,0,1
Near North Side,16508819,300,41.89315023,-87.61860286,4,2,0,,0,0,1
Lake View,16516883,175,41.93850648,-87.66241326,4,2,24,98,0,0,1
Lake View,16517187,214,41.93653722,-87.6616099,6,3,24,97,0,0,1
Lake View,16517516,222,41.93679711,-87.66315228,6,3,10,86,0,0,1
Lake View,16517696,222,41.93872706,-87.66140522,6,3,33,96,0,0,1
Lake View,16517889,110,41.93888885,-87.66135065,4,2,16,93,0,0,1
Near North Side,16518066,198,41.90929684,-87.63463573,4,2,32,97,0,0,1
North Center,16519674,115,41.95660584,-87.67800972,3,1,5,100,0,0,1
Logan Square,16525923,110,41.9198301,-87.6852264,3,1,97,97,1,0,1
Humboldt Park,16528632,25,41.89625158,-87.7306357,3,1,130,96,1,0,1
Lincoln Park,16539717,134,41.92445847,-87.63882922,4,2,22,95,0,0,1
Near West Side,16545677,169,41.88042252,-87.64300567,4,1,158,98,1,0,1
Uptown,16554438,47,41.97228172,-87.65709682,2,1,116,94,0,0,0
West Town,16567888,95,41.90576919,-87.68286503,4,2,11,91,0,0,1
Near West Side,16568427,40,41.874747,-87.68999535,2,1,2,100,0,0,0
West Town,16573155,95,41.90161757,-87.67117453,1,1,0,,0,0,0
Near North Side,16584586,600,41.89265388,-87.62807472,2,1,8,93,0,0,0
Lake View,16588514,250,41.94812401,-87.65393124,7,3,8,98,0,0,1
West Town,16589979,28,41.90040108,-87.6764549,2,1,106,97,1,0,0
West Town,16592678,28,41.89927668,-87.67765764,2,1,93,97,1,0,0
West Town,16595978,55,41.90835193,-87.66808404,3,1,3,93,0,0,1
Avondale,16597896,60,41.93286323,-87.70579789,2,1,30,99,0,0,0
Grand Boulevard,16599263,110,41.81897633,-87.61781384,5,2,73,94,0,0,1
West Town,16617305,49,41.90993354,-87.68895362,1,1,38,96,1,1,0
Mckinley Park,16618981,99,41.82805296,-87.67547838,3,2,17,93,0,0,1
Armour Square,16620615,300,41.85167833,-87.63914621,4,2,31,99,1,0,1
Jefferson Park,16630783,26,41.97304651,-87.77529166,1,1,3,100,0,0,0
Bridgeport,16633767,106,41.8343982,-87.64411712,4,2,54,91,1,0,1
Near North Side,16636812,175,41.90738522,-87.62795285,5,1,19,99,0,0,1
Logan Square,16658215,60,41.91617134,-87.68931464,2,1,63,99,1,0,0
Bridgeport,16663655,129,41.83913143,-87.65683598,6,3,55,93,1,0,1
Lake View,16665876,129,41.94018432,-87.66434382,4,2,45,96,1,0,1
Edgewater,16674476,49,41.9774815,-87.65636629,2,1,136,98,1,0,0
Near West Side,16683598,139,41.87748233,-87.64243763,4,0,8,93,0,0,1
Lincoln Park,16687225,48,41.91257075,-87.63619303,4,1,93,96,1,0,1
Uptown,16687380,75,41.97009782,-87.65158156,2,1,28,100,1,0,0
Humboldt Park,16689440,125,41.91209457,-87.7062369,4,0,71,99,1,0,1
Rogers Park,16689548,100,42.00036954,-87.67102626,4,2,70,96,0,0,1
Lincoln Square,16701336,28,41.97645329,-87.68997057,2,1,1,100,0,0,0
Washington Park,16702915,69,41.79428497,-87.62036455,2,1,4,100,0,0,0
Logan Square,16707059,39,41.9258607,-87.69323296,4,1,130,92,0,0,0
West Town,16709779,39,41.90994491,-87.67520207,2,1,139,96,0,0,0
Edison Park,16716143,119,42.01326759,-87.80994875,10,3,89,94,0,0,1
Lincoln Square,16721107,100,41.96354089,-87.69189733,4,2,7,94,0,0,1
Irving Park,16731113,50,41.95375922,-87.73744102,2,1,2,90,0,0,1
West Town,16739659,350,41.90321177,-87.69774109,10,4,30,99,1,0,1
Lincoln Square,16740225,36,41.97652162,-87.68875499,2,1,0,,0,0,0
Loop,16742255,325,41.88502978,-87.62665575,6,2,92,100,1,0,1
Lincoln Square,16749331,50,41.96809712,-87.6902633,2,1,7,100,0,0,0
Uptown,16751723,105,41.95710981,-87.65478628,4,1,30,97,1,0,1
Lake View,16751771,79,41.94266877,-87.64877193,2,1,53,97,0,0,0
Lake View,16751957,300,41.94415754,-87.64875943,10,3,39,92,0,0,1
Lower West Side,16757056,50,41.84474336,-87.6833335,5,2,63,95,1,0,1
Lake View,16763962,160,41.95165227,-87.64495652,4,2,30,98,1,0,1
Near North Side,16764106,225,41.89268875,-87.62193826,6,2,34,94,0,0,1
West Town,16767153,79,41.89672295,-87.681022,2,0,91,90,0,0,1
North Lawndale,16781530,28,41.85817994,-87.69484197,1,1,125,93,0,0,0
Hyde Park,16782015,47,41.80207936,-87.5942606,1,1,0,,0,0,1
Lincoln Park,16797566,79,41.92328779,-87.64438567,4,1,108,99,1,0,1
Irving Park,16823279,109,41.95718989,-87.71734161,6,2,119,100,1,0,1
Edgewater,16830848,75,41.9946448,-87.66332332,2,1,114,99,1,0,0
Edgewater,16831457,65,41.99461683,-87.66425004,1,1,87,99,1,0,0
Lake View,16837677,149,41.93545481,-87.67226922,8,3,76,97,1,0,1
Near North Side,16839975,200,41.89860809,-87.63134574,4,2,2,100,0,0,1
West Town,16844197,75,41.91187775,-87.67812175,2,1,29,99,1,0,0
Near North Side,16845862,120,41.90325911,-87.62967622,3,0,114,88,0,0,1
West Town,16853744,209,41.91016271,-87.66808394,8,3,97,98,1,0,1
West Town,16854441,229,41.91105044,-87.6667236,8,3,85,97,1,0,1
Avondale,16855993,49,41.93386825,-87.69322571,2,1,53,98,1,0,0
Near North Side,16873536,90,41.89965871,-87.63671015,6,2,94,95,1,0,1
Logan Square,16878118,90,41.92048123,-87.69289964,3,1,84,99,1,0,0
Irving Park,16881419,149,41.95566303,-87.73959897,6,2,76,99,1,0,1
South Shore,16885107,99,41.766736,-87.56952737,3,1,5,52,0,0,1
Lincoln Park,16911368,100,41.92464902,-87.639575,2,0,16,100,0,0,1
Near North Side,16914048,99,41.89578363,-87.63150139,6,2,113,95,0,0,1
West Town,16915870,65,41.90351234,-87.69811841,2,1,28,98,1,0,0
West Town,16916051,65,41.90166351,-87.6987368,2,1,8,100,1,0,0
West Town,16925222,110,41.90594111,-87.66374114,6,2,194,92,0,0,1
Near North Side,16927404,500,41.89118317,-87.62763476,8,2,9,91,0,0,0
Lake View,16932097,75,41.94871819,-87.65189063,2,1,40,98,1,0,0
Lincoln Park,16945436,250,41.91422549,-87.64691813,5,2,41,100,1,0,1
West Town,16946246,55,41.90322621,-87.69670597,2,1,41,96,0,0,0
Near West Side,16960366,67,41.87339663,-87.68622666,2,1,39,93,0,0,0
West Town,16963865,149,41.90034747,-87.67439612,8,2,79,85,0,0,1
West Lawn,16964771,44,41.77795583,-87.73304522,2,0,97,92,0,0,1
West Town,16965587,113,41.90286823,-87.667086,4,1,49,100,1,0,1
Garfield Ridge,16972979,28,41.79267097,-87.78522095,2,1,5,100,0,0,0
Near North Side,16975615,600,41.89340597,-87.62772759,2,1,9,91,0,0,0
West Town,16996930,45,41.89866413,-87.66693358,2,1,28,100,0,0,0
Uptown,16999307,35,41.96217573,-87.65039458,2,1,44,99,1,0,0
Hyde Park,17000460,299,41.79904723,-87.6039073,9,4,72,98,1,0,0
Near North Side,17007439,259,41.89916892,-87.62106431,3,1,5,80,0,0,0
West Town,17007758,95,41.90930936,-87.70244131,4,1,4,100,0,0,1
Lake View,17013590,39,41.9476272,-87.6633786,3,1,0,,0,0,0
Lower West Side,17026540,90,41.85847754,-87.65235852,2,1,37,95,0,0,0
West Town,17030100,150,41.90994136,-87.67229842,4,2,8,100,0,0,0
Lake View,17070047,111,41.94016858,-87.66453483,8,3,53,97,1,0,1
Woodlawn,17070148,125,41.7846593,-87.61406517,6,2,62,92,0,0,1
Near North Side,17071648,249,41.90672675,-87.63792581,9,3,76,96,1,0,1
Near North Side,17073997,150,41.89518156,-87.64259785,2,1,75,94,1,0,1
Uptown,17088380,85,41.96765975,-87.65353488,2,1,134,99,1,0,0
Logan Square,17093618,125,41.91850277,-87.67695668,4,2,82,99,1,0,1
Near North Side,17095344,109,41.89833584,-87.6211757,3,0,14,89,0,0,0
Edgewater,17113225,142,41.98749753,-87.66825285,7,3,4,90,0,0,1
Near North Side,17117661,289,41.89188863,-87.62864163,4,2,59,99,1,0,1
Lake View,17123723,295,41.93494988,-87.6424667,6,4,3,100,0,0,1
Uptown,17126504,42,41.95822914,-87.64792727,2,0,28,99,0,0,0
Lake View,17130170,80,41.95127979,-87.6462701,3,0,111,95,1,0,1
Irving Park,17131113,58,41.9603265,-87.73506442,2,1,84,99,1,0,0
West Town,17132614,110,41.90014495,-87.67462251,4,2,25,98,0,0,1
Uptown,17133839,55,41.97597928,-87.65933696,2,1,13,97,0,0,1
Belmont Cragin,17147256,50,41.92077839,-87.74539574,4,1,133,97,1,0,0
Lincoln Square,17151845,86,41.97784079,-87.69541294,4,2,116,97,1,0,1
West Town,17152497,139,41.90487586,-87.68089207,4,1,66,100,1,0,1
Grand Boulevard,17152824,75,41.81639311,-87.60931458,2,1,16,96,0,0,0
West Town,17157474,36,41.89978803,-87.67867947,2,1,3,100,0,0,0
Lower West Side,17158200,85,41.85885628,-87.66021722,8,2,108,94,0,0,1
West Town,17159823,50,41.9068477,-87.69232094,2,1,105,97,1,0,0
West Elsdon,17160779,29,41.79770438,-87.71643057,2,1,56,96,0,0,0
Near North Side,17161870,425,41.8930177,-87.61739464,6,2,19,100,0,0,1
Irving Park,17168028,38,41.94977032,-87.72005354,1,1,49,98,1,0,0
Portage Park,17170225,120,41.96661238,-87.75918302,4,1,15,100,0,0,0
West Town,17173015,120,41.89396801,-87.69382335,2,1,27,96,1,0,1
Lincoln Square,17177641,60,41.96467376,-87.6758344,2,1,44,95,0,0,0
West Town,17178213,250,41.89419993,-87.67797946,10,5,13,95,1,0,1
Lake View,17184431,80,41.94114344,-87.64965964,4,1,18,91,0,0,0
Logan Square,17191578,79,41.91812523,-87.70167761,4,2,71,95,1,0,1
West Town,17191860,94,41.89335123,-87.66067896,6,2,119,98,1,0,1
West Town,17191957,92,41.89923326,-87.69149029,7,3,54,99,1,0,1
Lincoln Park,17206887,142,41.92113573,-87.64994738,4,0,42,94,0,0,1
Near West Side,17207282,129,41.88573596,-87.67312526,11,3,76,98,1,0,1
Lower West Side,17207866,39,41.85587668,-87.65483828,3,1,73,98,1,0,0
Irving Park,17211494,97,41.95520628,-87.71677315,6,2,44,95,0,0,1
West Town,17213309,65,41.896609,-87.65723045,2,1,31,99,1,0,0
Lincoln Park,17215459,400,41.93200766,-87.66894119,11,3,24,98,1,0,1
Lower West Side,17216076,65,41.85460479,-87.68078323,2,1,58,95,0,0,0
West Town,17240514,107,41.89697415,-87.6765484,4,2,49,95,1,0,1
Logan Square,17286306,90,41.92087902,-87.68968048,4,2,19,95,0,0,1
Bridgeport,17287254,70,41.84018447,-87.65247621,4,1,92,98,1,0,1
Uptown,17296151,100,41.97526521,-87.65382465,2,1,9,95,0,0,1
North Center,17301334,150,41.95699591,-87.67563296,2,1,4,100,0,0,1
Lake View,17302725,79,41.9385791,-87.66492468,4,1,57,98,1,0,1
Near North Side,17304196,130,41.89437422,-87.61526104,6,1,1,100,0,0,1
Kenwood,17318841,30,41.80379427,-87.60310996,2,1,9,71,0,0,0
Edgewater,17329552,149,41.99077745,-87.66117561,5,2,15,99,0,0,1
Lake View,17345036,195,41.93637564,-87.66745157,9,3,49,98,1,0,1
