neighbourhood_cleansed,id,price,latitude,longitude,people,rooms,review.num,ratings.old,superhost,no.private,living
Grand Boulevard,21040791,279,41.80542515,-87.6186169,8,4,15,88,0,0,1
Bridgeport,21041179,44,41.84773118,-87.64426253,3,1,84,86,0,0,0
Chicago Lawn,21042266,80,41.77535101,-87.69741055,3,1,2,100,0,0,1
North Center,21052998,99,41.939778,-87.68450396,4,2,45,97,1,0,1
Logan Square,21053371,500,41.92148311,-87.68532974,11,4,4,100,0,0,1
Washington Heights,21058444,45,41.70960263,-87.63965239,2,1,0,,0,0,0
Lincoln Park,21062555,24,41.93142315,-87.66837279,1,1,1,80,0,1,0
Near West Side,21064192,99,41.87025749,-87.68286231,5,2,42,97,1,0,1
Logan Square,21065183,95,41.92065265,-87.69385948,1,1,12,100,1,0,0
Lincoln Park,21065691,80,41.92962309,-87.64442414,3,1,11,98,0,0,1
West Town,21066001,400,41.90631157,-87.67275559,5,2,11,100,1,0,1
Rogers Park,21075121,50,42.0008719,-87.66751357,2,1,0,,0,0,0
South Chicago,21078574,50,41.74606681,-87.57066615,2,1,21,99,1,0,0
West Town,21080672,150,41.89503035,-87.65061068,4,2,2,100,0,0,1
Lincoln Park,21081632,115,41.9314896,-87.65863727,4,2,0,,0,0,1
West Town,21090338,115,41.89639973,-87.69314074,4,1,4,100,0,0,1
Garfield Ridge,21090640,200,41.8090418,-87.73973878,4,2,0,,0,0,1
Armour Square,21092339,60,41.85389427,-87.63283231,2,1,17,84,0,0,0
Armour Square,21092526,60,41.85424777,-87.63364116,2,1,16,84,0,0,0
Armour Square,21092596,60,41.8554348,-87.63396372,2,1,9,71,0,0,0
Armour Square,21092687,60,41.85606417,-87.63419419,2,1,10,64,0,0,0
Armour Square,21092795,60,41.85394229,-87.63303492,2,1,9,78,0,0,0
West Town,21095262,125,41.90286999,-87.66813604,5,1,2,100,0,0,1
Logan Square,21095711,117,41.91553731,-87.68661264,4,2,11,93,0,0,1
Lower West Side,21096632,80,41.8593161,-87.65475367,2,1,18,100,1,0,1
Uptown,21096983,85,41.95743179,-87.64768497,3,1,3,100,0,0,1
Gage Park,21098632,60,41.79041168,-87.7055597,1,1,0,,0,0,0
Washington Heights,21099026,41,41.70822423,-87.63954192,1,1,0,,0,0,0
West Town,21107566,69,41.90100735,-87.6681825,2,1,2,100,0,0,0
Edgewater,21108037,50,41.98683614,-87.66482822,2,1,11,98,0,0,0
Near North Side,21108423,135,41.90281064,-87.62987062,3,0,16,99,1,0,1
West Town,21110208,174,41.91137395,-87.68425619,7,2,31,99,0,0,1
Dunning,21111081,100,41.9505899,-87.83489247,6,2,17,96,1,0,1
Lake View,21111543,85,41.94379623,-87.66974946,6,2,1,80,0,0,1
Lake View,21119022,119,41.95059121,-87.66971912,10,3,51,98,1,0,1
West Town,21120643,99,41.90081671,-87.67543189,5,2,50,94,0,0,1
Avondale,21123704,200,41.94601377,-87.70237257,7,2,3,100,0,0,1
Avondale,21125731,120,41.93839916,-87.69635725,4,2,0,,0,0,1
Uptown,21127394,120,41.96171672,-87.6487604,5,2,46,90,0,0,1
Loop,21130339,320,41.86998762,-87.62327258,6,3,16,93,0,0,1
Lake View,21134146,295,41.949976,-87.6606405,10,4,40,90,0,0,1
Grand Boulevard,21136000,75,41.81475376,-87.62193179,2,1,12,85,0,0,0
Logan Square,21148540,173,41.91671777,-87.69834214,6,2,12,92,0,0,1
Rogers Park,21149164,85,42.00302545,-87.66791964,6,2,3,100,1,0,1
Rogers Park,21149807,60,42.01115656,-87.66279506,2,1,46,95,0,0,0
Edgewater,21150120,60,41.98498663,-87.65501561,3,0,8,100,0,0,1
Lake View,21152713,250,41.94354911,-87.65892684,2,1,2,100,0,0,0
West Town,21157736,99,41.89271808,-87.66224125,6,2,61,98,1,0,1
West Town,21159610,195,41.91245711,-87.67120485,2,1,21,93,0,0,1
Rogers Park,21161463,449,42.01153525,-87.66260057,12,6,17,100,0,0,1
Logan Square,21165118,55,41.92716151,-87.6976699,2,1,30,97,1,0,0
Logan Square,21169118,119,41.92394955,-87.71210831,4,2,40,100,1,0,1
Lower West Side,21171039,20,41.85765665,-87.65571101,3,2,35,98,0,0,0
Hyde Park,21173892,50,41.79465867,-87.599981,2,1,66,98,1,0,1
Gage Park,21174388,45,41.79359087,-87.70344791,3,1,72,93,0,0,0
Logan Square,21175462,140,41.92061255,-87.6989048,4,2,21,99,1,0,1
Kenwood,21175666,69,41.80236963,-87.60256291,2,1,26,98,1,0,0
West Town,21176024,112,41.89236476,-87.66134047,2,1,27,99,1,0,1
Kenwood,21177789,59,41.80353104,-87.6036474,2,1,43,97,1,0,0
Kenwood,21178038,65,41.80406548,-87.60266071,2,1,28,97,1,0,0
Woodlawn,21178458,39,41.78464772,-87.59592532,2,1,1,100,0,0,0
Rogers Park,21178747,41,42.00379744,-87.66223798,2,1,10,92,0,0,0
Austin,21180306,38,41.88569793,-87.77462499,2,1,26,97,1,0,0
Bridgeport,21182082,104,41.83748917,-87.64493503,2,1,17,99,1,0,0
Woodlawn,21187722,132,41.78474909,-87.6112819,2,1,5,95,0,0,0
Loop,21188401,200,41.86902435,-87.62641577,6,2,51,98,0,0,1
Lake View,21188618,115,41.94688098,-87.64964876,10,4,29,90,1,0,1
Lake View,21189226,150,41.93334757,-87.6549876,2,1,16,97,0,0,0
Irving Park,21189369,200,41.95330114,-87.70082048,8,4,13,100,1,0,1
Lake View,21189762,120,41.93410716,-87.66959941,4,2,2,70,0,0,1
Logan Square,21190134,250,41.91471161,-87.70932672,4,2,7,100,0,0,1
Near West Side,21191282,199,41.87713547,-87.64254859,5,2,16,100,0,0,1
Uptown,21200535,199,41.97474059,-87.6605822,8,4,39,96,1,0,1
West Town,21201032,125,41.91125417,-87.7015288,2,0,15,97,0,0,0
Lincoln Park,21203098,80,41.92500385,-87.64943587,2,0,6,100,1,0,1
Lower West Side,21203377,65,41.85151205,-87.67728984,2,1,49,91,0,0,0
Loop,21203555,180,41.89022182,-87.61959553,6,2,6,100,0,0,0
Armour Square,21204267,143,41.84461456,-87.63653881,8,3,84,98,1,0,1
Lincoln Park,21205708,250,41.93260702,-87.65508965,4,1,24,91,0,0,0
Lake View,21206182,205,41.93323783,-87.65632543,2,1,15,96,0,0,0
Bridgeport,21206359,75,41.83901846,-87.63889519,5,2,41,95,0,0,1
Lake View,21209707,205,41.93387652,-87.65621162,2,1,19,96,0,0,0
West Town,21212082,55,41.89610968,-87.67236076,2,1,25,98,1,0,0
Uptown,21216556,135,41.96280405,-87.64924536,5,2,55,91,0,0,1
Lake View,21216616,181,41.94051168,-87.66557606,8,4,19,97,0,0,1
West Town,21217036,80,41.90524136,-87.67360077,6,3,35,86,0,0,1
Lake View,21218377,200,41.94175123,-87.66588754,6,3,2,100,0,0,1
Lincoln Park,21218766,78,41.92362791,-87.6375478,2,0,1,100,0,0,1
Near West Side,21219773,195,41.88649937,-87.64380347,2,1,1,100,0,0,1
Grand Boulevard,21219973,100,41.81577272,-87.62057141,2,1,5,76,0,1,0
Grand Boulevard,21220279,35,41.81509043,-87.62184073,2,1,8,85,0,0,0
Edgewater,21223992,95,41.97771164,-87.66835312,2,0,3,100,0,0,0
Lake View,21225449,65,41.95828177,-87.66552265,2,1,58,98,0,0,0
Irving Park,21227615,40,41.95349545,-87.71385018,2,1,17,100,1,0,0
Lower West Side,21229497,50,41.84813157,-87.67845047,3,1,11,80,0,0,0
Lower West Side,21229568,42,41.85633411,-87.66434049,2,1,8,100,0,0,1
West Town,21230704,278,41.89202201,-87.661503,10,5,29,99,0,0,1
Humboldt Park,21231053,20,41.90415948,-87.71018291,1,1,0,,0,1,0
Loop,21233857,250,41.88671665,-87.6178794,2,1,1,,0,0,1
Near North Side,21233906,112,41.90668588,-87.63277038,6,1,37,84,0,0,1
South Lawndale,21239947,60,41.85304735,-87.69475993,2,1,0,,0,0,0
Edgewater,21240082,45,41.98035446,-87.67368668,2,1,22,100,1,0,0
West Town,21241033,41,41.89745581,-87.68276595,1,1,4,87,0,0,0
Humboldt Park,21245329,54,41.91253074,-87.71611821,2,1,64,98,1,0,0
Rogers Park,21250973,49,42.0112979,-87.66265348,1,1,47,99,0,0,0
Lincoln Park,21251720,179,41.9147503,-87.64104547,2,1,0,,0,0,1
Lincoln Park,21252520,185,41.92184982,-87.65225637,4,2,14,93,0,0,0
Rogers Park,21252535,40,42.01147905,-87.66314038,2,1,79,97,0,0,0
Lower West Side,21253747,200,41.84902137,-87.67860943,3,1,1,100,0,0,1
Rogers Park,21254658,69,42.01109683,-87.66455121,2,1,22,99,0,0,0
Rogers Park,21255627,41,42.0038384,-87.66316317,2,1,5,100,0,0,0
Uptown,21260476,200,41.96838758,-87.65300206,5,2,7,97,0,0,1
West Town,21261208,114,41.90010469,-87.66907971,5,3,39,94,1,0,1
Near West Side,21262506,75,41.86732377,-87.66102136,4,2,36,99,1,0,1
Rogers Park,21263727,35,42.01000075,-87.66464877,2,1,60,97,0,0,0
Rogers Park,21263821,32,42.01154424,-87.66274534,1,1,51,98,0,0,0
Englewood,21265288,500,41.78338599,-87.6284997,10,0,4,75,0,0,0
Englewood,21265643,500,41.78496825,-87.63031056,10,10,6,67,0,0,0
Loop,21267611,175,41.88416509,-87.63556605,4,1,11,100,1,0,1
Irving Park,21274062,29,41.95920734,-87.71799422,1,1,4,90,0,1,0
Irving Park,21274119,29,41.95923646,-87.71691772,1,1,10,92,0,1,0
Edgewater,21275777,38,41.97645053,-87.66612196,2,1,5,100,0,0,0
Loop,21278246,125,41.88614366,-87.63039123,4,1,0,,1,0,1
Lake View,21278768,45,41.93414558,-87.65582966,5,2,38,95,1,0,1
Lake View,21281246,80,41.95439209,-87.64920593,1,1,0,,0,0,0
Irving Park,21282070,90,41.94151285,-87.73058429,2,1,108,98,1,0,1
Near North Side,21282095,199,41.90813916,-87.63775266,8,2,49,95,1,0,1
Edgewater,21282258,100,41.99730786,-87.65469963,5,1,9,96,1,0,1
Logan Square,21283014,100,41.92890338,-87.7230848,4,2,65,90,0,0,1
Lower West Side,21289942,52,41.85563837,-87.67578406,4,2,3,100,1,0,1
Fuller Park,21290418,44,41.81397076,-87.63242612,2,1,1,80,0,0,0
Humboldt Park,21291521,49,41.91255198,-87.71781981,2,1,55,97,1,0,0
Fuller Park,21292268,51,41.81235211,-87.6314096,2,1,0,,0,0,0
Fuller Park,21292562,51,41.81384574,-87.63087187,2,1,1,60,0,0,0
Logan Square,21293450,175,41.9276055,-87.71992773,7,2,76,99,1,0,1
West Town,21294162,179,41.91191777,-87.67574188,6,3,41,98,1,0,1
West Town,21295938,200,41.90473581,-87.67484355,4,2,0,,0,0,1
West Town,21296488,90,41.91286312,-87.69085685,4,1,1,100,0,0,1
Lake View,21297292,95,41.9423951,-87.65158577,1,1,1,100,0,0,0
Near West Side,21297403,56,41.88121414,-87.64262521,2,1,28,93,0,0,1
Lake View,21297496,55,41.94661054,-87.6628582,2,2,1,,0,0,0
Edgewater,21298335,63,41.99270478,-87.65697422,2,0,1,100,0,0,1
Lower West Side,21308535,120,41.85661662,-87.68340222,7,2,59,96,1,0,1
Near South Side,21309064,150,41.86320196,-87.62483053,4,2,5,100,0,0,1
Armour Square,21314247,41,41.83967548,-87.6325735,3,1,68,89,0,0,0
Logan Square,21321497,1000,41.9258406,-87.70169438,16,4,5,100,1,0,1
Near North Side,21323715,40,41.89557206,-87.62738929,1,1,1,,0,0,0
Lake View,21325240,75,41.94098765,-87.66101135,2,1,8,100,1,0,1
West Town,21325536,129,41.90301387,-87.68020658,5,2,0,,0,0,1
Armour Square,21327601,41,41.84185915,-87.63112095,2,1,80,90,0,0,0
Armour Square,21327620,41,41.83994583,-87.6325183,3,1,106,84,0,0,0
South Chicago,21330693,199,41.74712666,-87.54775404,7,2,8,75,0,0,1
Near West Side,21340569,125,41.8731354,-87.6883314,6,3,20,98,1,0,1
Logan Square,21342873,165,41.92333159,-87.67692366,5,2,27,95,0,0,1
Loop,21352802,125,41.88809628,-87.61773605,2,0,4,90,0,0,1
Lincoln Park,21354514,895,41.91613753,-87.65267181,14,4,14,100,1,0,1
Logan Square,21354866,120,41.92748327,-87.69501684,6,2,22,99,1,0,1
Lake View,21356462,150,41.94163096,-87.65966958,2,0,50,100,1,0,1
Near North Side,21356640,165,41.9057846,-87.62832491,2,1,0,,0,0,1
West Town,21356992,100,41.89965099,-87.67375536,1,1,8,98,1,0,0
Near South Side,21357426,45,41.86385263,-87.62472174,1,1,1,100,0,0,0
Lake View,21358050,100,41.9391215,-87.64820892,4,2,1,100,0,0,1
Rogers Park,21358820,60,42.00361544,-87.6588337,2,1,18,93,0,0,1
Near North Side,21359071,110,41.90143333,-87.62592036,2,0,21,96,1,0,1
Fuller Park,21364157,44,41.81394017,-87.63172313,2,1,0,,0,0,0
Fuller Park,21364379,44,41.81252662,-87.63173141,2,1,1,60,0,0,0
Rogers Park,21366482,40,42.00586603,-87.67008415,2,1,54,100,0,0,0
Lake View,21368231,75,41.9470792,-87.65046253,2,1,59,99,1,0,0
Lake View,21368570,75,41.94643063,-87.66094558,8,1,32,97,1,0,0
Lake View,21369512,70,41.93339046,-87.6480867,2,0,7,93,0,0,1
Edgewater,21377351,75,41.97756943,-87.66274779,3,1,25,93,0,0,1
Hyde Park,21378791,150,41.79844895,-87.60430077,6,2,6,100,1,0,1
Lincoln Square,21379196,45,41.97772269,-87.69029181,2,1,43,96,1,0,0
Armour Square,21380109,200,41.84862202,-87.6341188,5,3,21,83,0,0,1
Lake View,21384792,350,41.94514898,-87.65898221,4,2,3,100,0,0,0
Grand Boulevard,21390692,150,41.8177655,-87.61876776,6,3,29,97,0,0,1
Logan Square,21397819,155,41.92510699,-87.70492279,12,2,28,94,0,0,1
Lincoln Square,21398796,50,41.9643598,-87.67782174,2,1,15,95,0,0,0
Gage Park,21398801,45,41.79357439,-87.70177732,2,1,58,94,0,0,0
Near North Side,21398945,200,41.90798215,-87.6419764,8,3,54,94,0,0,1
Logan Square,21399135,100,41.91641067,-87.69801238,10,4,34,100,1,0,1
Near South Side,21399939,126,41.86521304,-87.62482667,4,1,23,95,0,0,1
Loop,21400476,150,41.87009951,-87.62643938,6,2,42,95,0,0,1
Uptown,21401178,75,41.95479532,-87.65527874,2,1,29,96,0,0,0
Logan Square,21412083,55,41.91923691,-87.70857688,1,1,0,,0,0,0
West Town,21413004,175,41.8949629,-87.67247384,4,2,6,100,0,0,1
Lake View,21414026,60,41.94055598,-87.67051615,2,1,31,99,1,0,0
Logan Square,21414613,125,41.92414419,-87.72537796,5,2,53,98,0,0,1
Lincoln Square,21423682,250,41.96810072,-87.69802516,4,2,10,100,0,0,1
Lincoln Park,21424882,119,41.91541033,-87.63526553,5,2,54,98,1,0,1
Irving Park,21425414,173,41.95561561,-87.72711525,10,5,41,94,0,0,1
Lake View,21436420,111,41.94538828,-87.65144691,8,3,16,95,1,0,1
West Town,21437266,55,41.90997209,-87.69477626,2,1,29,99,1,0,0
Mckinley Park,21438881,45,41.82966824,-87.67886439,2,1,0,,0,0,0
Edgewater,21447696,90,41.99365238,-87.67106677,3,2,0,,0,0,1
Washington Park,21447866,150,41.79595586,-87.62349108,8,3,51,85,0,0,1
Near West Side,21457612,48,41.86906766,-87.65953417,2,1,11,98,1,0,1
West Ridge,21457690,48,41.99256832,-87.6954337,2,1,6,96,0,0,0
East Garfield Park,21458262,210,41.87098899,-87.69762674,8,4,62,90,0,0,1
Uptown,21460136,175,41.97563055,-87.67206195,6,3,32,99,1,0,1
West Town,21471452,115,41.89643032,-87.68014399,2,1,0,,0,0,0
West Town,21472296,160,41.90182353,-87.67303647,5,1,9,100,1,0,1
Oakland,21472684,400,41.82549748,-87.60599233,12,5,26,94,0,0,1
Lincoln Park,21473402,132,41.92986547,-87.65015365,4,2,6,80,0,0,1
Lake View,21474174,69,41.93943781,-87.66421023,6,2,7,94,1,0,1
West Town,21483562,81,41.89876706,-87.6959055,6,2,58,97,1,0,1
Logan Square,21486716,85,41.91946025,-87.70392045,2,1,26,100,1,0,1
North Center,21486813,140,41.95144356,-87.68164421,4,2,36,98,1,0,1
Portage Park,21487606,45,41.94793653,-87.77037615,4,2,75,99,1,0,1
Avondale,21488226,325,41.93487327,-87.70181856,16,6,43,98,1,0,1
West Town,21488872,117,41.8898444,-87.65637164,4,2,14,89,0,0,1
Near North Side,21489325,90,41.90023082,-87.62866845,4,0,76,91,0,0,1
Albany Park,21499392,50,41.9659382,-87.7100894,2,1,5,100,0,0,0
Near North Side,21500408,149,41.90178387,-87.63871613,10,3,35,91,0,0,1
Hermosa,21501639,40,41.93786261,-87.74066667,2,1,63,97,1,0,1
Near North Side,21505395,600,41.91043091,-87.6400365,2,2,0,,0,0,0
Near West Side,21505436,80,41.88114202,-87.6437829,5,2,5,88,0,0,1
Lake View,21514704,129,41.94467604,-87.64828007,8,4,36,98,1,0,1
Norwood Park,21516696,60,41.99255411,-87.78391308,8,3,18,99,1,0,1
Armour Square,21518764,185,41.85071186,-87.6393434,8,3,27,100,1,0,1
Loop,21518920,285,41.87061783,-87.62532093,6,3,11,87,0,0,1
Near North Side,21524818,118,41.90467302,-87.63444186,6,2,31,86,0,0,1
Logan Square,21525948,89,41.92259146,-87.71269955,5,2,48,95,0,0,1
Logan Square,21526765,79,41.92572065,-87.68688865,5,2,55,98,1,0,1
Logan Square,21527966,150,41.91620073,-87.67899847,6,2,61,96,0,0,1
Hyde Park,21535236,80,41.80015014,-87.60322616,5,1,18,79,0,0,1
Near West Side,21537854,64,41.87258752,-87.68505622,2,1,5,100,0,0,1
Kenwood,21539533,39,41.802531,-87.60377426,2,1,40,99,1,0,0
Dunning,21545552,74,41.93774942,-87.81534586,4,1,35,100,1,0,1
Lincoln Park,21547974,80,41.91340825,-87.63926706,3,2,0,,0,0,1
Avondale,21549436,75,41.93673805,-87.72060708,3,1,15,97,1,0,1
West Town,21550660,125,41.91041719,-87.67300443,2,1,10,100,0,0,1
Pullman,21553035,91,41.68923007,-87.60536314,6,3,30,98,1,0,1
Near West Side,21558658,19,41.87708128,-87.64276511,2,1,82,88,0,0,0
West Town,21563190,60,41.89716747,-87.69027557,1,1,1,100,0,0,0
North Center,21563318,75,41.93984096,-87.68043071,3,1,2,100,0,0,1
Lower West Side,21563403,44,41.85847893,-87.66668317,2,1,43,99,1,0,0
North Center,21565589,109,41.93978804,-87.68167667,8,3,42,93,0,0,1
West Ridge,21567141,49,41.99542133,-87.68966755,3,1,42,99,1,0,0
North Center,21567162,125,41.94309154,-87.68005317,4,2,5,100,0,0,1
Lake View,21568429,70,41.9347169,-87.64960973,2,1,32,96,1,0,0
Lake View,21568743,111,41.94610316,-87.6511477,6,3,30,99,1,0,1
Albany Park,21574987,79,41.97327804,-87.70522654,4,2,34,93,0,0,1
Near West Side,21576463,199,41.87804283,-87.64179553,5,2,4,73,0,0,1
Lincoln Park,21579453,300,41.93049022,-87.64325803,4,2,1,,0,0,1
Lake View,21579848,125,41.94819847,-87.65761151,3,1,84,91,0,0,1
Jefferson Park,21588382,39,41.97490704,-87.78492859,2,1,1,100,1,0,0
Logan Square,21589750,145,41.93109359,-87.70701059,6,3,0,,0,0,1
Near North Side,21594459,600,41.89189143,-87.62642427,2,1,3,93,0,0,0
Forest Glen,21596172,55,41.97420849,-87.75148891,1,1,1,100,0,0,0
Lower West Side,21597482,38,41.85803758,-87.65055464,1,1,6,100,0,0,0
Near West Side,21597594,100,41.86816885,-87.65963531,4,2,17,100,1,0,0
Logan Square,21602725,40,41.91711973,-87.6851719,2,1,13,97,1,0,0
West Town,21603579,140,41.89078749,-87.65787482,4,1,5,100,1,0,1
Lower West Side,21605962,109,41.8579618,-87.65050806,6,3,30,95,0,0,1
Logan Square,21609508,38,41.91968692,-87.69682953,1,1,1,100,1,0,0
Lincoln Park,21610508,100,41.92038415,-87.66390171,6,2,34,95,1,0,1
Irving Park,21612005,55,41.95409048,-87.72616878,3,1,21,96,1,0,0
Lake View,21612957,28,41.94556377,-87.65016783,4,1,3,100,1,1,0
Logan Square,21623088,45,41.92606424,-87.70991951,2,1,43,96,1,0,0
Near South Side,21623896,88,41.86565074,-87.62624552,4,0,0,,0,0,1
Lower West Side,21629754,69,41.84784071,-87.68492363,2,1,18,95,0,0,0
West Town,21630627,150,41.91086446,-87.66981714,4,1,1,100,1,0,1
Near South Side,21630843,200,41.85471315,-87.62754286,6,2,23,93,1,0,1
Logan Square,21631688,165,41.91967409,-87.69952938,6,2,31,94,0,0,1
West Town,21633901,305,41.90968888,-87.67493662,6,2,25,98,1,0,1
Near West Side,21636663,125,41.86055305,-87.66244495,7,2,56,99,1,0,1
Edgewater,21636681,25,41.98417539,-87.67146092,2,1,21,96,0,0,0
Near North Side,21636858,145,41.89086432,-87.63388375,4,1,40,99,0,0,1
Englewood,21642016,500,41.78538893,-87.62900299,10,0,3,47,0,0,1
West Town,21643362,145,41.91454676,-87.68090257,6,3,30,93,0,0,1
West Ridge,21643898,95,41.98700693,-87.69648837,4,2,52,93,0,0,1
Lake View,21644999,110,41.94228397,-87.64211436,2,1,13,100,1,0,0
Loop,21646435,105,41.87766473,-87.6339678,5,2,0,,0,0,1
North Center,21647029,200,41.94666065,-87.67508383,10,4,54,100,1,0,1
Near South Side,21647475,150,41.86568715,-87.62512228,2,1,65,91,0,0,1
Dunning,21648347,69,41.93984073,-87.78708969,2,1,18,100,1,0,0
Dunning,21648462,49,41.93983902,-87.78787963,2,1,6,90,1,0,0
West Ridge,21650209,68,41.98916236,-87.69207679,5,2,3,100,0,0,0
Logan Square,21656470,280,41.92063677,-87.6964246,10,4,38,99,1,0,1
Lake View,21660202,75,41.94465564,-87.6493685,3,1,2,100,1,1,0
Lake View,21660918,45,41.94528136,-87.65205112,2,1,2,100,1,1,0
Portage Park,21661168,60,41.95631791,-87.77405549,4,1,71,92,0,0,1
Lake View,21661244,45,41.94600091,-87.65241569,2,1,1,100,1,1,0
Lincoln Park,21661817,300,41.91791531,-87.65439833,6,3,0,,0,0,1
Near West Side,21663564,60,41.87890837,-87.68412905,2,1,58,90,0,0,1
Near South Side,21665299,50,41.86530007,-87.62599324,2,0,0,,0,0,0
Dunning,21665879,44,41.93989275,-87.78783498,2,1,9,100,1,0,0
Near North Side,21665919,125,41.89380959,-87.61717033,1,1,0,,0,0,1
Logan Square,21666856,63,41.92205646,-87.70533407,4,2,48,98,1,0,0
Dunning,21667138,45,41.93841169,-87.78782407,2,1,20,98,1,0,0
Dunning,21667420,59,41.93991407,-87.78642587,2,1,22,95,1,0,0
Lake View,21667691,27,41.94666005,-87.6492976,1,1,11,98,1,1,0
Jefferson Park,21668110,30,41.97177612,-87.76676983,2,1,58,97,1,0,1
Rogers Park,21675311,100,42.01396269,-87.67312214,2,1,2,90,0,0,0
Near North Side,21676916,500,41.89204015,-87.62624368,4,1,0,,0,0,0
Edgewater,21677144,88,41.99337793,-87.67042943,4,2,10,100,1,0,1
Lake View,21678043,25,41.93929919,-87.65266185,1,1,4,100,1,1,0
Lake View,21678230,25,41.94132755,-87.65367735,1,1,6,100,1,1,0
Lake View,21678284,28,41.94119401,-87.65395536,1,1,6,97,1,1,0
Lake View,21678923,110,41.94651025,-87.65010884,6,1,1,100,1,1,0
Lake View,21679357,110,41.94566542,-87.64919157,5,1,0,,1,1,0
Lake View,21679500,80,41.9455926,-87.64933082,4,1,1,100,1,1,0
Lake View,21679688,70,41.93883997,-87.65231572,3,1,3,93,1,1,0
Garfield Ridge,21680517,100,41.79052521,-87.78151746,2,1,0,,0,0,1
Lincoln Square,21681234,125,41.96426003,-87.6852822,2,1,60,98,1,0,1
Logan Square,21684622,69,41.91858716,-87.68644762,6,2,83,98,1,0,1
Uptown,21685406,40,41.96035977,-87.65150162,2,1,60,99,1,0,0
Near North Side,21690075,125,41.90509417,-87.63376373,3,1,5,96,0,0,1
Lake View,21690615,600,41.94743492,-87.65906386,8,3,6,100,1,0,1
Lake View,21694897,70,41.94512601,-87.64917651,3,1,1,100,1,1,0
Lake View,21695306,54,41.9405524,-87.65428541,2,1,0,,1,1,0
Lake View,21695428,54,41.94069958,-87.65206454,2,1,2,100,1,1,0
Lake View,21695514,54,41.9461392,-87.649511,2,1,0,,1,1,0
Woodlawn,21696047,60,41.78375813,-87.59855496,2,1,0,,0,0,0
West Town,21696340,85,41.90495134,-87.66280538,4,1,22,91,0,0,1
West Town,21696464,93,41.89881535,-87.68791669,3,1,2,100,0,0,1
Near North Side,21696642,118,41.89277654,-87.63006344,4,2,0,,0,0,1
Hyde Park,21698878,87,41.80188689,-87.59399231,4,0,49,97,0,0,1
Rogers Park,21700360,90,41.99944593,-87.67282205,3,1,4,100,1,0,0
West Town,21700413,110,41.9030356,-87.66962669,2,1,35,98,0,0,1
Uptown,21700748,90,41.96406947,-87.65188045,2,1,18,98,1,0,0
Near South Side,21700918,150,41.84588193,-87.61804591,4,2,30,97,1,0,0
Uptown,21701582,50,41.96211576,-87.64643929,4,1,56,98,1,0,0
West Town,21701883,90,41.89100592,-87.65808762,4,1,55,96,1,0,1
Near West Side,21705990,60,41.88906221,-87.64121953,3,1,0,,0,1,0
Logan Square,21710408,498,41.93399527,-87.68792742,8,3,0,,0,0,1
Logan Square,21712000,85,41.91699997,-87.67186033,4,2,30,97,1,0,1
Loop,21714852,93,41.8831284,-87.63352662,2,1,4,95,0,0,1
Near West Side,21715334,200,41.88386901,-87.65246092,6,3,28,91,0,0,1
Lower West Side,21717512,47,41.85741796,-87.67147662,2,1,32,99,1,0,0
Belmont Cragin,21718016,35,41.92280697,-87.76953198,2,1,12,83,0,0,0
East Garfield Park,21721261,100,41.87730207,-87.69465623,8,3,60,97,1,0,1
Jefferson Park,21723114,39,41.97426058,-87.78539449,2,1,0,,1,0,0
Belmont Cragin,21726813,35,41.92208852,-87.76753668,2,1,11,87,0,0,0
East Garfield Park,21734198,149,41.87701528,-87.69495654,8,3,34,98,1,0,1
North Center,21736570,85,41.94184387,-87.67819837,5,1,39,98,1,0,1
Grand Boulevard,21738134,300,41.81400459,-87.61584438,12,4,13,92,0,0,1
West Town,21739162,60,41.90137362,-87.6806415,2,1,7,100,0,0,1
Portage Park,21741024,70,41.93942901,-87.76897296,4,2,0,,0,0,1
Lake View,21746763,60,41.934189,-87.64660833,2,1,8,90,0,0,0
Logan Square,21748100,48,41.92054373,-87.71558427,2,1,65,99,0,0,1
West Town,21749317,45,41.90348023,-87.67196132,3,1,1,100,0,0,0
Jefferson Park,21754384,40,41.9709814,-87.76596914,4,1,28,96,1,0,1
Lake View,21756200,158,41.94097309,-87.66353823,6,2,28,98,1,0,1
Forest Glen,21764694,44,41.9765433,-87.7493138,1,0,2,100,0,0,0
Rogers Park,21772526,90,42.00182936,-87.66752202,3,1,34,99,1,0,1
Austin,21772553,45,41.91435409,-87.76507577,5,2,85,95,1,0,1
Hyde Park,21783333,150,41.80094251,-87.60357942,8,4,100,99,1,0,1
West Town,21783531,79,41.89234024,-87.64965986,6,2,49,98,1,0,1
Austin,21783907,105,41.92032127,-87.80041018,2,1,3,100,0,0,0
Logan Square,21784529,79,41.92177555,-87.70600889,5,1,12,100,1,0,1
Lincoln Park,21784716,129,41.92300067,-87.65291067,8,3,44,89,0,0,1
Lake View,21785655,75,41.94695594,-87.65139307,2,1,1,80,1,0,0
Avondale,21786906,90,41.93466987,-87.69050902,4,1,6,100,0,0,1
Near South Side,21786965,139,41.85440954,-87.62362861,3,1,14,96,1,0,1
Logan Square,21788299,250,41.91636477,-87.67391505,8,3,6,100,1,0,1
Avondale,21789087,150,41.93329193,-87.71944301,6,2,8,100,1,0,1
Norwood Park,21796255,150,41.99637547,-87.81884053,4,2,0,,0,0,1
Uptown,21796627,200,41.95564215,-87.65552719,5,3,0,,0,0,1
